tender_id,state,department,winning_supplier,award_value,estimated_value,number_of_bidders,contract_duration,flags_str,prelim_risk_score,risk_stratum,value_bucket,source_dataset
UTT-UT-2021-01013,UTTAR PRADESH,MEDICAL HEALTH FAMILY WELFARE LUCKNOW,LARSEN AND TOUBRO CONSTRUCTION,1678427.32,1243279.5,2,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
UTT-UT-2021-01170,UTTAR PRADESH,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,TATA PROJECTS LIMITED,5046177.01,4947232.36,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2018_MC_19440_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,AKASH SAINI,3398365.0,1920000.0,6,13.729166666666666,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
MAH-MA-2021-01224,MAHARASHTRA,MMRDA URBAN TRANSPORT,LARSEN AND TOUBRO CONSTRUCTION,250710873.89,218009455.56,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
KAR-KA-2021-01232,KARNATAKA,KARNATAKA RURAL INFRASTRUCTURE,ZENITH INFRASTRUCTURE PROJECTS,4702835.03,4950352.66,1,30.0,"RF-1, RF-3, RF-6",60,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2017_UDDHP_18362_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,GIAN CHAND,376998.0,250000.0,3,5.041666666666667,"RF-4, RF-5",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_PWD_19166_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,RASHID KHAN GOVERNMENT CONTRACTOR,4366142.0,3055720.0,4,23.70833333333333,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16185_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,CHANANA CONT WORKS,916998.0,664023.0,3,19.979166666666668,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HPIPH_19209_1-1161,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,SS ENGINEERING WORKS,1450000.0,894698.0,2,6.041666666666667,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_14661_5,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,D S THAKUR,1130820.0,828691.0,3,20.041666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_PWD_27981_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER UNA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT UNA,KARNAIL SINGH,1672325.0,1316405.0,2,9.270833333333334,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_MC_15003_8,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NARESH VIJ GOVERNMENT CONTRACTOR,2227499.0,1485540.0,2,8.729166666666666,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01236,CENTRAL,CENTRAL PUBLIC WORKS DEPARTMENT,KNR CONSTRUCTION,5637205.99,4901918.26,2,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2019_PWD_30260_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,KONE ELEVATOR INDIA PRIVATE LIMITED,502150.0,525430.0,6,16.0,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
CEN-CE-2021-01154,CENTRAL,INDIAN RAILWAYS,VANGUARD POWER SERVICES,6261786.79,4638360.58,8,21.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
2017_HPIPH_17630_1-3816,HIMACHAL PRADESH,EEIPH DIVISION BARSAR,VINAY KUMAR SHARDA,288308.0,344844.0,4,6.958333333333333,RF-4,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_HPIPH_19198_1-1845,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BARSAR,SHARMA INTERPRISES,2194694.0,1496308.0,4,6.208333333333333,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2015_HPIPH_9559_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH JUBBAL,BIJENDER SINGH JUSTA,9028910.0,6171102.0,3,18.729166666666668,"RF-2, RF-5",45,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
UTT-UT-2021-01214,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,AFCONS INFRASTRUCTURE LIMITED,85645713.92,90153383.08,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),UTTAR_PRADESH
2018_HPIPH_23054_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,REBOUND ENVIRO TECHNOLOGY PRIVATE LIMITED,14988117.0,8893575.0,3,27.75,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
RAJ-RA-2021-01175,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,SHREE BALAJI ENTERPRISE,4332086.29,4922825.33,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2018_PWD_19164_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,R P DHIMAN,26074338.0,18324171.0,4,23.729166666666668,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_UDDHP_17623_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,BISHAN DASS,285736.0,145641.0,6,7.25,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_14198_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT SHILLAI,DAYAL SINGH CHAUHAN,15638722.0,12718252.0,2,15.083333333333334,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_HPIPH_17616_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR KUSHWAHA,1826250.0,1246500.0,3,15.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15702_4,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,MANESH MEHTA,1560900.0,1191638.0,2,20.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_HPIPH_17284_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VINAY KUMAR GOVT CONT,2513131.0,1072452.0,2,29.791666666666668,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01249,UTTAR PRADESH,UP STATE HIGHWAY AUTHORITY,APEX MEDITECH SOLUTIONS,11903672.6,13526900.68,3,21.0,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2017_UDDHP_18178_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAHUL CHAUHAN,207682.0,144902.0,3,6.25,"RF-4, RF-5",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_17745_1-465,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BA,VERMA ELECTRIC INDUSTRY,755500.0,540000.0,5,5.125,"RF-4, RF-5, RF-6",50,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2019_PWD_28609_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HAMIRPUR,YASH PAUL,4748957.0,3679551.0,2,5.645833333333333,"RF-3, RF-4",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_16219_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VB CONST COMPANY,2236224.0,1909966.0,2,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_18944_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,SANJEEV BHANDARI,1308507.0,970184.0,4,23.0,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_17814_3,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MANGAT RAM,140032.0,144972.0,5,21.02777777777778,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
RAJ-RA-2021-01026,RAJASTHAN,PUBLIC HEALTH ENGINEERING DEPT RAJASTHAN,VANGUARD POWER SERVICES,4596476.28,4506349.3,1,30.0,"RF-1, RF-3, RF-6",60,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2017_UDDHP_17264_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,ASHOK KUMAR,1454324.0,941311.0,2,11.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_MC_14886_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,ERAM SCIENTIFIC SOLUTIONS PRIVATE LIMITED,6430000.0,4084000.0,3,5.729166666666667,"RF-4, RF-5",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
CEN-CE-2021-01130,CENTRAL,DEFENCE RESEARCH DEVELOPMENT ORG,NCC LIMITED INFRASTRUCTURE,1899577.62,2158610.93,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
MAH-MA-2021-01087,MAHARASHTRA,MMRDA URBAN TRANSPORT,VANGUARD POWER SERVICES,1658105.34,1625593.47,1,4.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2017_FDC_15806_1,HIMACHAL PRADESH,DIVISIONAL MANAGER,KARTAR SINGH,9568926.0,8779369.0,1,8.75,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_HPIPH_19453_1-591,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIJAY KUMAR C O VASUDEVA ELECTRICALS,7471252.16,4710891.0,3,27.760416666666668,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
MAH-MA-2021-01117,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,GUPTA AND SONS CONTRACTOR,48758720.99,55407637.49,4,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2017_HPIPH_16718_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION THURAL,VIJAY,1926462.7,1258199.0,3,23.75,RF-5,20,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_24392_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER HAMIRPUR,PARBHAT SINGH,6687114.0,6006404.0,2,7.6875,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2020_HPIPH_36967_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,GAURAV SHUKLA GOVERNMENT CONTRACTOR,10224591.0,6548581.0,3,13.6875,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_MC_15003_14,HIMACHAL PRADESH,EXECUTIVE ENGINEER,NARESH VIJ GOVERNMENT CONTRACTOR,4024547.0,2684008.0,2,8.729166666666666,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01185,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,SHREE BALAJI ENTERPRISE,184187824.99,136435425.92,5,4.0,"RF-4, RF-5",35,HIGH_RISK,MEGA (>5Cr),KARNATAKA
KAR-KA-2021-01186,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,VANGUARD POWER SERVICES,16775620.43,12426385.5,4,6.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2018_PWD_24092_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER KARSOG,SURESH SHARMA GOVERNMENT CONTRACTOR,3942278.0,1625655.0,3,5.041666666666667,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_PWD_19777_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO II HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,DINESH KUMAR SHARMA CONST P LIMITED,2057658.0,1708889.0,1,5.041666666666667,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01106,KARNATAKA,BRUHAT BENGALURU MAHANAGARA PALIKE BBMP,AHLUWALIA CONTRACTS INDIA LIMITED,1062422.44,1207298.23,3,6.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
2017_UDDHP_16023_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,PARMINDER DHIMAN,243767.0,146799.0,3,8.083333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01295,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,GUPTA AND SONS CONTRACTOR,146725313.23,127587228.89,8,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
2020_DFHW_34829_1,HIMACHAL PRADESH,SR MEDICAL SUPERINTENDENT HHMH AND R SHIMLA 5,LIONS SERVICES,4900000.0,5000000.0,4,18.67013888888889,RF-3,20,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_UDDHP_17267_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIKAS,1305000.0,627319.0,2,11.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01035,RAJASTHAN,JAIPUR DEVELOPMENT AUTHORITY,BHARAT DIAGNOSTIC SYSTEMS,20683106.12,17985309.67,4,4.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),RAJASTHAN
2018_PWD_20040_1-4202,HIMACHAL PRADESH,EXECUTIVE ENGINEER MANDI DIVISION NO II HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,SANTOSH KUMAR,2439746.0,2217393.0,4,7.6875,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_25139_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,R K ENGINNERS SALES LIMITED,249623427.0,185519726.0,4,36.958333333333336,RF-5,20,MEDIUM_RISK,MEGA (>5Cr),HIMACHAL_PRADESH
2017_PWD_15702_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHAMBA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT CHAMBA,RAJ SINGH GOVERNMENT CONTRACTOR,1612000.0,1200875.0,2,20.75,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2019_HPIPH_27548_1-620,HIMACHAL PRADESH,EXECUTIVE ENGINEER,GOPAL MAHAJAN,8264453.0,5809841.0,3,10.958333333333334,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
MAH-MA-2021-01066,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,NCC LIMITED INFRASTRUCTURE,271503461.32,308526660.59,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
RAJ-RA-2021-01090,RAJASTHAN,RAJASTHAN PUBLIC WORKS DEPARTMENT,GUPTA AND SONS CONTRACTOR,4659850.67,4905105.97,2,6.0,"RF-3, RF-4, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
CEN-CE-2021-01211,CENTRAL,NHAI HIGHWAYS,NCC LIMITED INFRASTRUCTURE,5146500.92,3812222.9,1,14.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,LARGE (50L-5Cr),CENTRAL_CPPP
UTT-UT-2021-01145,UTTAR PRADESH,UTTAR PRADESH PUBLIC WORKS DEPARTMENT,SHREE BALAJI ENTERPRISE,16838884.24,19135095.73,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
MAH-MA-2021-01133,MAHARASHTRA,MMRDA URBAN TRANSPORT,LARSEN AND TOUBRO CONSTRUCTION,6701433.56,4964024.86,1,4.0,"RF-1, RF-4, RF-5, RF-6",75,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2017_PWD_16222_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,MONIKA,2905462.0,3403394.0,9,12.9375,NONE,0,LOW_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_15645_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,VIPIN KUMAR HAZRI,1713932.0,1337056.0,1,8.791666666666666,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_MC_17990_1,HIMACHAL PRADESH,EXCEUTIVE ENGINEER,TEK CHAND,6086000.0,5251620.0,4,10.041666666666666,RF-6,15,MEDIUM_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_PWD_20209_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,RAJ KUMAR,1292292.0,1220692.0,3,5.229166666666667,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_MC_20282_12,HIMACHAL PRADESH,EXECUTIVE ENGINEER ROADS AND BUILDINGS MUNICIPAL CORPORATION SHIMLA,NARESH VIJ GOVERNMENT CONTRACTOR,1854362.0,1685000.0,1,7.729166666666667,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
RAJ-RA-2021-01211,RAJASTHAN,RAJASTHAN RAJYA VIDYUT PRASARAN,SHARMA ENGINEERING WORKS,199330356.23,147652115.72,4,4.0,"RF-4, RF-5, RF-6",50,HIGH_RISK,MEGA (>5Cr),RAJASTHAN
2017_HPIPH_17003_1-3658,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION BA,SUNIL VERMA,267079.0,187688.0,3,6.25,"RF-4, RF-5",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2018_UDDHP_22618_1-656,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,VINAY THAKUR,84720.0,300000.0,10,6.125,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01019,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,TATA PROJECTS LIMITED,18655563.51,17273669.92,3,6.0,"RF-4, RF-6",30,HIGH_RISK,LARGE (50L-5Cr),UTTAR_PRADESH
2018_PWD_20260_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,G P ACHARYA,1059644.0,777306.0,3,12.125,"RF-5, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2017_PWD_18954_9,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MANJEET SINGH CONTRACTOR,588978.0,696354.0,3,20.95833333333333,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01285,MAHARASHTRA,PUBLIC HEALTH DEPT MUMBAI,PNC INFRATECH LIMITED,3121702.19,3286002.3,1,30.0,"RF-1, RF-6",40,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
MAH-MA-2021-01093,MAHARASHTRA,MMRDA URBAN TRANSPORT,PNC INFRATECH LIMITED,28328469.92,20984051.79,2,30.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),MAHARASHTRA
2018_HPIPH_22023_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER IRRIGATION AND PUBLIC HEALTH DIVISION THURAL,VIJAY KUMAR KUSHWAHA,13862650.0,8260000.0,6,9.0,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_PWD_19677_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,VINEY KUMAR SHARMA,6143782.0,5857266.0,7,18.0,NONE,0,LOW_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2017_PWD_18077_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT DIVISION SANGRAH,VIJAY SINGH THAKUR,410630.0,293107.0,4,17.0,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
2016_PWD_10635_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER ELECTRICAL DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT MANDI,SATISH KUMAR SHARMA,2082255.0,1575602.0,2,6.270833333333333,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
2018_HPIPH_24153_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER,HYDRAULIC ENGINEERING COMPANY,22231940.0,15166575.0,5,21.756944444444443,"RF-5, RF-6",35,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_PWD_19964_1,HIMACHAL PRADESH,EXECUTIVE ENGINEER CHOPAL,UTTEJ RATHOUR,7211473.0,4683652.0,1,13.020833333333334,"RF-1, RF-5, RF-6",60,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
2018_PWD_19891_9,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT DIVISION FATEHPUR,V S SAINI,1610644.0,1453288.0,2,20.27083333333333,RF-6,15,MEDIUM_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01060,UTTAR PRADESH,UTTAR PRADESH JAL NIGAM,BHARAT DIAGNOSTIC SYSTEMS,4720453.77,4968898.71,3,14.0,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
RAJ-RA-2021-01018,RAJASTHAN,MEDICAL HEALTH SERVICES JAIPUR,TATA PROJECTS LIMITED,3763949.79,3272999.82,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),RAJASTHAN
2017_UDDHP_17051_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,RAMESH CHAND,213930.0,180750.0,3,6.208333333333333,"RF-4, RF-6",30,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
UTT-UT-2021-01082,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,APEX MEDITECH SOLUTIONS,3030554.13,2244854.91,3,4.0,"RF-4, RF-5",35,HIGH_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
2017_UDDHP_16012_1,HIMACHAL PRADESH,EXECUTIVE OFFICER MC SOLAN,ANIL CHAUHAN,197101.0,137220.0,3,8.083333333333334,"RF-5, RF-6",35,HIGH_RISK,SMALL (<10L),HIMACHAL_PRADESH
MAH-MA-2021-01234,MAHARASHTRA,MSEDCL POWER DISTRIBUTION,BHARAT DIAGNOSTIC SYSTEMS,195866563.1,181357928.8,1,6.0,"RF-1, RF-4, RF-6",55,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
KAR-KA-2021-01107,KARNATAKA,HEALTH FAMILY WELFARE KARNATAKA,KNR CONSTRUCTION,4505346.01,4171616.67,3,4.0,"RF-3, RF-4, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),KARNATAKA
MAH-MA-2021-01103,MAHARASHTRA,WATER RESOURCES DEPARTMENT MAHARASHTRA,KNR CONSTRUCTION,3875992.95,3588882.36,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),MAHARASHTRA
2017_PWD_18016_1,HIMACHAL PRADESH,EX EN NH DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT SOLAN,JAMNA DASS,2574076.0,1999249.0,3,6.888888888888889,"RF-2, RF-4",40,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
UTT-UT-2021-01050,UTTAR PRADESH,NOIDA INDUSTRIAL DEVELOPMENT AUTH,NCC LIMITED INFRASTRUCTURE,4340066.16,4931893.36,3,4.0,"RF-4, RF-6",30,HIGH_RISK,MEDIUM (10L-50L),UTTAR_PRADESH
MAH-MA-2021-01283,MAHARASHTRA,MAHARASHTRA PUBLIC WORKS DEPARTMENT,LARSEN AND TOUBRO CONSTRUCTION,151631280.03,148658117.67,4,6.0,"RF-4, RF-6",30,HIGH_RISK,MEGA (>5Cr),MAHARASHTRA
2018_PWD_20163_6,HIMACHAL PRADESH,EXECUTIVE ENGINEER,BHARAT BHUSHAN VERMA,2059635.0,1461468.0,1,8.25,"RF-1, RF-5, RF-6",60,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
KAR-KA-2021-01242,KARNATAKA,KARNATAKA PUBLIC WORKS PORTS INLAND WATER,TATA PROJECTS LIMITED,6623455.2,4906263.11,1,30.0,"RF-1, RF-5, RF-6",60,HIGH_RISK,LARGE (50L-5Cr),KARNATAKA
2018_PWD_19653_7,HIMACHAL PRADESH,EXECUTIVE ENGINEER DHAMI,ATUL SHARMA,4667232.0,3888377.0,4,14.083333333333334,"RF-3, RF-6",35,HIGH_RISK,MEDIUM (10L-50L),HIMACHAL_PRADESH
CEN-CE-2021-01171,CENTRAL,NHAI HIGHWAYS,GUPTA AND SONS CONTRACTOR,4746784.59,4996615.36,3,6.0,"RF-3, RF-4, RF-6",50,HIGH_RISK,MEDIUM (10L-50L),CENTRAL_CPPP
2017_PWD_17692_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER BANGANA DIVISION HIMACHAL PRADESH PUBLIC WORKS DEPARTMENT BANGAN,RAKESH LATH GOVERNMENT CONTRACTOR,969413.0,1024820.0,2,9.17013888888889,NONE,0,LOW_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_HPIPH_17998_4,HIMACHAL PRADESH,EXECUTIVE ENGINEER,MAHOKAM SINGH,567000.0,991500.0,6,10.875,RF-6,15,MEDIUM_RISK,SMALL (<10L),HIMACHAL_PRADESH
2017_PWD_15626_2,HIMACHAL PRADESH,EXECUTIVE ENGINEER PUBLIC WORKS DEPARTMENT PAONTA SAHIB,S S ASSOCIATES,7869523.0,6093558.0,1,21.09027777777778,"RF-1, RF-6",40,HIGH_RISK,LARGE (50L-5Cr),HIMACHAL_PRADESH
